product_id,city,own_elast,own_sd,promo_elast,low_confidence
566324,Pune,-0.9911,0.8,0.0,True
572518,Ahmedabad,-0.9291,0.7656,0.0,True
572518,Bangalore,-0.9291,0.7656,0.0,True
572518,Chennai,-0.9291,0.7656,0.0,True
572518,Delhi-NCR,-0.9291,0.7656,0.0,True
572518,Hyderabad,-0.9291,0.7656,0.0,True
572518,Kolkata,-0.9291,0.7656,0.0,True
572518,Lucknow,-0.9291,0.7656,0.0,True
572518,Mumbai,-0.9291,0.7656,0.0,True
572518,Others,-0.9291,0.7656,0.0,True
572518,Pune,-0.9291,0.7656,0.0,True
578546,Ahmedabad,-0.9872,0.7962,0.0,True
578546,Bangalore,-0.9872,0.7962,0.0,True
578546,Chennai,-0.9872,0.7962,0.0,True
578546,Delhi-NCR,-0.9872,0.7962,0.0,True
578546,Hyderabad,-0.9872,0.7962,0.0,True
578546,Kolkata,-0.9872,0.7962,0.0,True
578546,Lucknow,-0.9872,0.7962,0.0,True
578546,Mumbai,-0.9872,0.7962,0.0,True
578546,Others,-0.9872,0.7962,0.0,True
578546,Pune,-0.9872,0.7962,0.0,True
578547,Ahmedabad,-0.9872,0.7962,0.0,True
578547,Bangalore,-0.9872,0.7962,0.0,True
578547,Chennai,-0.9872,0.7962,0.0,True
578547,Delhi-NCR,-0.9872,0.7962,0.0,True
578547,Hyderabad,-0.9872,0.7962,0.0,True
578547,Kolkata,-0.9872,0.7962,0.0,True
578547,Lucknow,-0.9872,0.7962,0.0,True
578547,Mumbai,-0.9872,0.7962,0.0,True
578547,Others,-0.9872,0.7962,0.0,True
578547,Pune,-0.9872,0.7962,0.0,True
578549,Ahmedabad,-0.9872,0.7962,0.0,True
578549,Bangalore,-0.9872,0.7962,0.0,True
578549,Chennai,-0.9872,0.7962,0.0,True
578549,Delhi-NCR,-0.9872,0.7962,0.0,True
578549,Hyderabad,-0.9872,0.7962,0.0,True
578549,Kolkata,-0.9872,0.7962,0.0,True
578549,Lucknow,-0.9872,0.7962,0.0,True
578549,Mumbai,-0.9872,0.7962,0.0,True
578549,Others,-0.9872,0.7962,0.0,True
578549,Pune,-0.9872,0.7962,0.0,True
578944,Ahmedabad,-0.9872,0.7962,0.0,True
578944,Bangalore,-0.9872,0.7962,0.0,True
578944,Chennai,-0.9872,0.7962,0.0,True
578944,Delhi-NCR,-0.9872,0.7962,0.0,True
578944,Hyderabad,-0.9872,0.7962,0.0,True
578944,Kolkata,-0.9872,0.7962,0.0,True
578944,Lucknow,-0.9872,0.7962,0.0,True
578944,Mumbai,-0.9872,0.7962,0.0,True
578944,Others,-0.9872,0.7962,0.0,True
578944,Pune,-0.9872,0.7962,0.0,True
591950,Ahmedabad,-0.9872,0.7962,0.0,True
591950,Bangalore,-0.9872,0.7962,0.0,True
591950,Chennai,-0.9872,0.7962,0.0,True
591950,Delhi-NCR,-0.9872,0.7962,0.0,True
591950,Hyderabad,-0.9872,0.7962,0.0,True
591950,Kolkata,-0.9872,0.7962,0.0,True
591950,Lucknow,-0.9872,0.7962,0.0,True
591950,Mumbai,-0.9872,0.7962,0.0,True
591950,Others,-0.9872,0.7962,0.0,True
591950,Pune,-0.9872,0.7962,0.0,True
600210,Ahmedabad,-0.9872,0.7962,0.0,True
600210,Bangalore,-0.9872,0.7962,0.0,True
600210,Delhi-NCR,-0.9872,0.7962,0.0,True
600210,Kolkata,-0.9872,0.7962,0.0,True
600210,Lucknow,-0.9872,0.7962,0.0,True
600210,Mumbai,-0.9872,0.7962,0.0,True
600210,Others,-0.9872,0.7962,0.0,True
